time,GHI,DNI,DHI,Temperature,Relative Humidity,Pressure,Wind Speed,Solar Zenith Angle,Cloud Type,pv
2018-07-10 15:00:00,803.0,912.0,91.0,23.7,43.4,1015.0,5.7,38.69,0.0,21.609362
2018-07-10 15:30:00,722.0,891.0,87.0,22.9,45.54,1015.0,5.7,44.58,0.0,20.449566
2018-07-10 16:00:00,633.0,865.0,83.0,22.2,48.46,1015.0,5.7,50.52,0.0,18.853848
2018-07-10 16:30:00,538.0,834.0,77.0,21.2,51.51,1015.0,5.6,56.47,0.0,16.822529
2018-07-10 17:00:00,438.0,791.0,71.0,20.3,55.69,1015.0,5.6,62.39,0.0,14.477053
2018-07-10 17:30:00,335.0,734.0,63.0,19.1,59.98,1015.0,5.4,68.25,0.0,11.796976
2018-07-10 18:00:00,234.0,654.0,54.0,18.0,66.23,1015.0,5.3,74.02,0.0,8.818848
2018-07-10 18:30:00,138.0,533.0,42.0,17.1,70.09,1015.0,5.1,79.66,0.0,5.6370068
2018-07-11 06:00:00,143.0,552.0,42.0,15.5,84.66,1012.0,2.7,79.42,0.0,0.058624685
2018-07-11 06:30:00,236.0,647.0,55.0,16.3,80.54,1013.0,2.5,73.78,0.0,0.5663993
2018-07-11 07:00:00,340.0,750.0,59.0,17.1,76.79,1013.0,2.3,68.0,0.0,1.759249
2018-07-11 07:30:00,443.0,807.0,66.0,18.1,72.11,1013.0,2.2,62.14,0.0,2.974838
2018-07-11 08:00:00,544.0,850.0,71.0,19.1,66.69,1012.0,2.1,56.22,0.0,5.151002
2018-07-11 08:30:00,639.0,882.0,75.0,20.1,62.69,1012.0,2.1,50.27,0.0,8.129802
2018-07-11 09:00:00,727.0,907.0,78.0,21.0,58.08,1012.0,2.1,44.33,0.0,11.202964
2018-07-11 09:30:00,805.0,916.0,88.0,22.0,54.65,1012.0,2.2,38.45,0.0,13.954965
2018-07-11 10:00:00,871.0,917.0,99.0,23.0,49.34,1012.0,2.3,32.7,0.0,16.303022
2018-07-11 10:30:00,927.0,929.0,101.0,23.8,47.02,1012.0,2.4,27.21,0.0,18.276829
2018-07-11 11:00:00,971.0,938.0,103.0,24.6,42.96,1012.0,2.5,22.2,0.0,19.953619
2018-07-11 11:30:00,1001.0,944.0,104.0,25.1,41.7,1012.0,2.7,18.1,0.0,21.224625
2018-07-11 12:00:00,1016.0,946.0,105.0,25.6,39.16,1011.0,2.8,15.68,0.0,22.112207
2018-07-11 12:30:00,1015.0,947.0,104.0,25.8,38.7,1011.0,3.0,15.74,0.0,22.457342
2018-07-11 13:00:00,1000.0,944.0,104.0,26.0,37.52,1011.0,3.1,18.26,0.0,22.808428
2018-07-11 13:30:00,970.0,938.0,103.0,25.9,37.74,1011.0,3.3,22.42,0.0,22.828863
2018-07-11 14:00:00,925.0,929.0,101.0,25.7,38.04,1011.0,3.4,27.46,0.0,22.756226
2018-07-11 14:30:00,867.0,916.0,99.0,25.3,38.91,1010.0,3.6,32.98,0.0,22.187326
2018-07-11 15:00:00,797.0,898.0,96.0,24.9,40.19,1010.0,3.7,38.73,0.0,21.315603
2018-07-11 15:30:00,716.0,875.0,93.0,24.2,41.9,1010.0,3.7,44.62,0.0,20.107168
2018-07-11 16:00:00,626.0,845.0,89.0,23.5,44.6,1010.0,3.8,50.56,0.0,18.606068
2018-07-11 16:30:00,530.0,808.0,84.0,22.5,47.37,1010.0,3.7,56.52,0.0,16.693336
2018-07-11 17:00:00,429.0,758.0,78.0,21.5,51.95,1010.0,3.6,62.44,0.0,14.290898
2018-07-11 17:30:00,327.0,692.0,71.0,20.4,55.62,1011.0,3.5,68.3,0.0,11.565818
2018-07-11 18:00:00,225.0,600.0,60.0,19.2,62.43,1011.0,3.3,74.07,0.0,8.57726
2018-07-11 18:30:00,131.0,467.0,48.0,18.2,66.45,1011.0,3.0,79.71,0.0,5.554195
2018-07-11 19:00:00,52.0,266.0,30.0,17.1,73.55,1011.0,2.8,85.16,0.0,3.9889483
2018-07-12 06:30:00,156.0,250.0,87.0,17.2,79.75,1012.0,2.2,73.88,3.0,0.21547163
2018-07-12 07:00:00,278.0,419.0,122.0,18.2,74.67,1013.0,2.2,68.1,0.0,1.1436905
2018-07-12 07:30:00,402.0,620.0,113.0,19.1,70.59,1013.0,2.2,62.24,0.0,2.223169
2018-07-12 08:00:00,449.0,484.0,181.0,20.0,64.85,1013.0,2.2,56.32,7.0,5.201887
2018-07-12 08:30:00,502.0,432.0,226.0,20.9,61.36,1013.0,2.4,50.37,7.0,8.896012
2018-07-12 09:00:00,570.0,435.0,259.0,21.8,54.43,1013.0,2.5,44.43,7.0,9.727689
2018-07-12 09:30:00,599.0,406.0,281.0,22.4,52.48,1013.0,2.5,38.55,7.0,12.119114
2018-07-12 10:00:00,646.0,405.0,306.0,23.1,47.01,1013.0,2.6,32.81,7.0,14.698937
2018-07-12 10:30:00,619.0,247.0,400.0,23.5,45.9,1013.0,2.6,27.32,7.0,13.917576
2018-07-12 11:00:00,712.0,360.0,379.0,24.0,42.43,1013.0,2.6,22.32,7.0,18.13521
2018-07-12 11:30:00,783.0,531.0,279.0,24.4,41.47,1014.0,2.7,18.24,7.0,15.549588
2018-07-12 12:00:00,779.0,488.0,309.0,24.9,39.62,1014.0,2.9,15.82,7.0,15.658895
2018-07-12 12:30:00,768.0,421.0,363.0,25.1,39.15,1014.0,3.0,15.87,7.0,19.694773
2018-07-12 13:00:00,881.0,682.0,234.0,25.4,39.7,1014.0,3.2,18.37,0.0,20.74295
2018-07-12 13:30:00,804.0,530.0,314.0,25.0,40.66,1014.0,3.2,22.5,3.0,19.931059
2018-07-12 14:00:00,841.0,740.0,185.0,24.7,43.03,1014.0,3.2,27.53,0.0,22.304823
2018-07-12 14:30:00,781.0,686.0,206.0,24.2,44.29,1013.0,3.1,33.03,0.0,22.359888
2018-07-12 15:00:00,673.0,432.0,336.0,23.6,46.1,1013.0,3.0,38.79,3.0,21.046574
2018-07-12 15:30:00,580.0,353.0,329.0,23.1,47.51,1013.0,2.9,44.67,3.0,21.34565
2018-07-12 16:00:00,501.0,339.0,286.0,22.6,48.6,1013.0,2.8,50.61,3.0,19.804956
2018-07-12 16:30:00,488.0,665.0,122.0,21.9,50.76,1014.0,2.7,56.56,0.0,15.796842
2018-07-12 17:00:00,395.0,646.0,97.0,21.3,51.9,1014.0,2.7,62.49,0.0,13.824627
2018-07-12 17:30:00,299.0,580.0,85.0,20.4,54.84,1014.0,2.6,68.35,0.0,7.592008
2018-07-12 18:00:00,198.0,445.0,76.0,19.6,56.94,1014.0,2.6,74.13,0.0,2.767947
2018-07-12 18:30:00,51.0,16.0,48.0,18.8,59.83,1014.0,2.5,79.77,4.0,5.307413
2018-07-12 19:00:00,22.0,0.0,22.0,18.1,62.27,1014.0,2.4,85.22,4.0,3.304233
2018-07-13 06:30:00,111.0,7.0,109.0,17.8,75.17,1017.0,1.9,73.98,4.0,0.12317782
2018-07-13 07:00:00,177.0,34.0,164.0,18.4,72.82,1017.0,1.9,68.21,4.0,1.0170492
2018-07-13 07:30:00,338.0,293.0,202.0,19.2,69.28,1017.0,2.0,62.34,3.0,1.5233883
2018-07-13 08:00:00,442.0,430.0,204.0,19.9,66.87,1018.0,2.1,56.42,3.0,3.02378
2018-07-13 08:30:00,477.0,283.0,297.0,20.7,63.6,1017.0,2.3,50.47,3.0,5.4768596
2018-07-13 09:00:00,536.0,306.0,318.0,21.4,60.88,1017.0,2.4,44.53,3.0,6.055261
2018-07-13 09:30:00,660.0,441.0,316.0,22.0,58.7,1017.0,2.4,38.66,3.0,9.552014
2018-07-13 10:00:00,803.0,758.0,167.0,22.6,56.83,1017.0,2.5,32.92,0.0,14.266049
2018-07-13 10:30:00,790.0,538.0,313.0,23.2,54.81,1017.0,2.5,27.44,3.0,14.0642805
2018-07-13 11:00:00,863.0,688.0,227.0,23.7,53.16,1017.0,2.5,22.45,0.0,18.77891
2018-07-13 11:30:00,936.0,828.0,150.0,24.2,51.59,1017.0,2.6,18.38,0.0,18.122623
2018-07-13 12:00:00,942.0,795.0,178.0,24.6,50.55,1017.0,2.7,15.97,0.0,21.808903
2018-07-13 12:30:00,947.0,816.0,163.0,24.9,49.61,1016.0,2.8,16.01,0.0,22.593323
2018-07-13 13:00:00,943.0,861.0,126.0,25.1,48.43,1016.0,2.9,18.48,0.0,23.026411
2018-07-13 13:30:00,915.0,856.0,125.0,25.1,48.43,1016.0,3.0,22.59,0.0,21.901157
2018-07-13 14:00:00,873.0,848.0,122.0,25.2,46.98,1016.0,3.1,27.61,0.0,22.053133
2018-07-13 14:30:00,818.0,835.0,119.0,25.0,47.54,1016.0,3.1,33.1,0.0,21.43607
2018-07-13 15:00:00,751.0,818.0,114.0,24.9,46.73,1016.0,3.2,38.84,0.0,20.607267
2018-07-13 15:30:00,674.0,796.0,108.0,24.5,47.85,1016.0,3.2,44.72,0.0,19.368593
2018-07-13 16:00:00,589.0,767.0,103.0,24.2,47.82,1015.0,3.3,50.66,0.0,17.736614
2018-07-13 16:30:00,496.0,729.0,95.0,23.6,49.57,1015.0,3.3,56.62,0.0,15.724147
2018-07-13 17:00:00,400.0,679.0,87.0,23.1,50.46,1016.0,3.4,62.54,0.0,13.3883295
2018-07-13 17:30:00,303.0,613.0,77.0,22.1,53.61,1016.0,3.4,68.41,0.0,10.75189
2018-07-13 18:00:00,207.0,521.0,65.0,21.2,56.03,1016.0,3.5,74.19,0.0,7.89222
2018-07-13 18:30:00,119.0,391.0,50.0,20.1,59.94,1016.0,3.4,79.84,0.0,5.011157
2018-07-14 06:00:00,123.0,426.0,47.0,16.4,81.72,1017.0,2.7,79.74,0.0,0.028798703
2018-07-14 06:30:00,208.0,533.0,62.0,17.1,78.18,1017.0,2.6,74.09,0.0,0.36398506
2018-07-14 07:00:00,264.0,485.0,85.0,17.8,74.74,1017.0,2.6,68.31,0.0,1.0433282
2018-07-14 07:30:00,378.0,590.0,105.0,18.6,71.09,1017.0,2.5,62.44,0.0,2.0112526
2018-07-14 08:00:00,495.0,713.0,102.0,19.5,66.9,1017.0,2.5,56.52,0.0,3.5717092
2018-07-14 08:30:00,599.0,797.0,93.0,20.3,63.68,1017.0,2.6,50.57,0.0,5.9833884
2018-07-14 09:00:00,686.0,826.0,98.0,21.2,58.85,1017.0,2.7,44.63,0.0,9.298664
2018-07-14 09:30:00,764.0,849.0,102.0,21.8,56.73,1017.0,2.8,38.76,0.0,11.4369545
2018-07-14 10:00:00,826.0,855.0,109.0,22.5,54.12,1017.0,3.0,33.03,0.0,15.692477
2018-07-14 10:30:00,865.0,826.0,133.0,22.9,52.83,1017.0,3.2,27.56,0.0,17.813
2018-07-14 11:00:00,894.0,805.0,151.0,23.3,51.15,1016.0,3.4,22.58,0.0,19.985281
2018-07-14 11:30:00,791.0,586.0,235.0,23.4,50.84,1016.0,3.6,18.52,7.0,21.114645
2018-07-14 12:00:00,929.0,805.0,156.0,23.5,50.67,1016.0,3.8,16.13,0.0,21.013226
2018-07-14 12:30:00,974.0,898.0,111.0,23.4,50.98,1016.0,3.9,16.16,0.0,21.404737
2018-07-14 13:00:00,959.0,893.0,113.0,23.2,50.82,1016.0,3.9,18.6,0.0,21.775394
2018-07-14 13:30:00,930.0,888.0,111.0,23.0,51.38,1015.0,4.0,22.69,0.0,22.534096
2018-07-14 14:00:00,888.0,880.0,109.0,22.9,50.5,1015.0,4.1,27.69,0.0,22.745558
2018-07-14 14:30:00,832.0,868.0,105.0,22.5,51.73,1015.0,4.1,33.17,0.0,22.024378
2018-07-14 15:00:00,765.0,852.0,102.0,22.1,52.25,1015.0,4.2,38.91,0.0,21.012001
2018-07-14 15:30:00,688.0,831.0,98.0,21.4,54.53,1015.0,4.2,44.78,0.0,19.624573
2018-07-14 16:00:00,602.0,804.0,93.0,20.8,56.37,1015.0,4.2,50.72,0.0,18.092777
2018-07-14 16:30:00,509.0,769.0,86.0,19.9,59.58,1015.0,4.2,56.67,0.0,16.177265
2018-07-14 17:00:00,412.0,722.0,80.0,19.0,63.01,1015.0,4.1,62.6,0.0,13.8915
2018-07-14 17:30:00,313.0,660.0,71.0,18.3,65.83,1015.0,4.0,68.47,0.0,11.295996
2018-07-14 18:00:00,215.0,573.0,59.0,17.6,68.89,1015.0,3.9,74.25,0.0,8.408149
2018-07-14 18:30:00,124.0,445.0,46.0,17.1,71.09,1015.0,3.9,79.91,0.0,5.366241
2018-07-15 06:30:00,128.0,172.0,81.0,15.9,79.16,1016.0,2.8,74.2,3.0,0.18847948
2018-07-15 07:00:00,200.0,102.0,162.0,16.6,74.97,1016.0,2.8,68.42,3.0,0.8344884
2018-07-15 07:30:00,401.0,640.0,106.0,17.4,71.28,1016.0,2.9,62.55,0.0,2.445646
2018-07-15 08:00:00,535.0,837.0,74.0,18.3,64.84,1016.0,2.9,56.62,0.0,3.1932518
2018-07-15 08:30:00,632.0,873.0,79.0,19.1,61.68,1016.0,2.9,50.67,0.0,6.6724324
2018-07-15 09:00:00,722.0,902.0,81.0,19.9,55.49,1016.0,2.9,44.74,0.0,9.582936
2018-07-15 09:30:00,800.0,913.0,89.0,20.6,53.15,1016.0,3.0,38.87,0.0,13.859835
2018-07-15 10:00:00,867.0,916.0,100.0,21.2,49.24,1015.0,3.1,33.14,0.0,16.232176
2018-07-15 10:30:00,926.0,931.0,102.0,21.8,47.48,1015.0,3.2,27.68,0.0,18.35189
2018-07-15 11:00:00,971.0,943.0,101.0,22.3,43.5,1015.0,3.4,22.71,0.0,20.307285
2018-07-15 11:30:00,1001.0,949.0,102.0,22.5,42.98,1015.0,3.6,18.67,0.0,21.713238
2018-07-15 12:00:00,1017.0,953.0,102.0,22.7,41.17,1015.0,3.8,16.28,0.0,22.732191
2018-07-15 12:30:00,1016.0,951.0,103.0,22.7,41.17,1015.0,4.0,16.31,0.0,23.407938
2018-07-15 13:00:00,1000.0,944.0,106.0,22.7,40.7,1015.0,4.1,18.73,0.0,23.541634
2018-07-15 13:30:00,970.0,939.0,104.0,22.5,41.16,1014.0,4.2,22.79,0.0,23.494135
2018-07-15 14:00:00,925.0,931.0,101.0,22.3,42.01,1014.0,4.3,27.77,0.0,23.270218
2018-07-15 14:30:00,867.0,919.0,98.0,22.0,42.78,1014.0,4.3,33.24,0.0,22.700022
2018-07-15 15:00:00,796.0,903.0,94.0,21.7,44.16,1014.0,4.3,38.97,0.0,21.695032
2018-07-15 15:30:00,716.0,882.0,91.0,21.2,45.53,1014.0,4.3,44.85,0.0,20.400173
2018-07-15 16:00:00,627.0,856.0,86.0,20.7,48.13,1014.0,4.2,50.78,0.0,18.677143
2018-07-15 16:30:00,531.0,822.0,80.0,20.0,50.24,1014.0,4.1,56.74,0.0,16.674809
2018-07-15 17:00:00,430.0,776.0,74.0,19.3,55.2,1014.0,4.0,62.67,0.0,14.329068
2018-07-15 17:30:00,327.0,714.0,66.0,18.6,57.65,1014.0,3.9,68.54,0.0,11.624151
2018-07-15 18:00:00,226.0,627.0,57.0,18.0,62.41,1014.0,3.8,74.33,0.0,8.605916
2018-07-15 18:30:00,130.0,497.0,44.0,17.3,65.21,1014.0,3.7,79.98,0.0,5.490553
2018-07-16 06:30:00,105.0,173.0,58.0,16.2,79.93,1016.0,2.8,74.31,3.0,0.14096746
2018-07-16 07:00:00,132.0,5.0,130.0,16.9,74.54,1016.0,2.6,68.52,3.0,0.70498234
2018-07-16 07:30:00,303.0,223.0,201.0,17.9,69.99,1016.0,2.6,62.65,3.0,1.9266287
2018-07-16 08:00:00,524.0,776.0,98.0,18.9,63.24,1016.0,2.5,56.72,0.0,3.9486568
2018-07-16 08:30:00,635.0,879.0,79.0,20.0,59.07,1016.0,2.5,50.77,0.0,6.531177
2018-07-16 09:00:00,724.0,906.0,82.0,21.0,52.73,1016.0,2.5,44.84,0.0,11.056285
2018-07-16 09:30:00,804.0,921.0,88.0,21.9,49.87,1015.0,2.6,38.98,0.0,13.700677
2018-07-16 10:00:00,872.0,930.0,94.0,22.7,46.9,1015.0,2.7,33.25,0.0,16.139044
2018-07-16 10:30:00,930.0,942.0,97.0,23.4,44.97,1015.0,2.8,27.8,0.0,18.226694
2018-07-16 11:00:00,974.0,950.0,99.0,24.0,42.01,1015.0,2.9,22.85,0.0,19.955168
2018-07-16 11:30:00,1004.0,956.0,99.0,24.4,41.02,1015.0,3.1,18.83,0.0,21.295347
2018-07-16 12:00:00,1019.0,958.0,100.0,24.8,39.47,1015.0,3.2,16.45,0.0,22.321585
2018-07-16 12:30:00,1018.0,954.0,103.0,25.0,39.01,1015.0,3.3,16.46,0.0,22.88938
2018-07-16 13:00:00,1001.0,945.0,107.0,25.1,37.85,1015.0,3.4,18.86,0.0,23.20908
2018-07-16 13:30:00,971.0,939.0,106.0,25.1,37.81,1014.0,3.6,22.9,0.0,23.218922
2018-07-16 14:00:00,926.0,930.0,104.0,25.0,37.55,1014.0,3.7,27.86,0.0,22.858309
2018-07-16 14:30:00,868.0,918.0,101.0,24.7,38.23,1014.0,3.8,33.32,0.0,22.270163
2018-07-16 15:00:00,799.0,903.0,98.0,24.4,39.21,1014.0,3.9,39.05,0.0,21.37112
2018-07-16 15:30:00,719.0,882.0,94.0,23.9,40.4,1014.0,3.9,44.92,0.0,20.161257
2018-07-16 16:00:00,629.0,854.0,90.0,23.3,42.99,1014.0,3.9,50.85,0.0,18.521797
2018-07-16 16:30:00,532.0,819.0,84.0,22.7,44.58,1014.0,3.9,56.81,0.0,16.61578
2018-07-16 17:00:00,430.0,772.0,76.0,22.0,47.66,1014.0,3.9,62.74,0.0,14.309755
2018-07-16 17:30:00,327.0,708.0,69.0,21.0,50.66,1014.0,3.7,68.61,0.0,11.6600065
2018-07-16 18:00:00,225.0,618.0,59.0,19.9,56.25,1014.0,3.6,74.4,0.0,8.664561
2018-07-16 18:30:00,129.0,484.0,45.0,18.8,60.22,1014.0,3.3,80.06,0.0,5.5161304
2018-07-17 06:30:00,108.0,169.0,63.0,16.7,81.31,1015.0,2.6,74.42,3.0,0.23462762
2018-07-17 07:00:00,106.0,1.0,106.0,17.6,77.1,1015.0,2.7,68.63,3.0,0.6999971
2018-07-17 07:30:00,195.0,13.0,189.0,18.5,72.87,1015.0,2.7,62.76,3.0,1.6918586
2018-07-17 08:00:00,402.0,328.0,223.0,19.3,68.92,1015.0,2.7,56.83,3.0,3.5364182
2018-07-17 08:30:00,624.0,844.0,91.0,20.3,64.79,1015.0,2.7,50.88,0.0,5.4689336
2018-07-17 09:00:00,720.0,894.0,87.0,21.3,59.47,1015.0,2.7,44.95,0.0,11.262363
2018-07-17 09:30:00,799.0,909.0,93.0,22.0,56.99,1015.0,2.7,39.09,0.0,13.830632
2018-07-17 10:00:00,868.0,918.0,101.0,22.8,52.41,1015.0,2.8,33.37,0.0,16.345005
2018-07-17 10:30:00,926.0,932.0,103.0,23.3,50.86,1015.0,2.8,27.93,0.0,18.302082
2018-07-17 11:00:00,971.0,941.0,105.0,23.9,47.81,1015.0,2.9,22.99,0.0,20.078526
2018-07-17 11:30:00,1001.0,947.0,105.0,24.3,46.68,1015.0,2.9,18.98,0.0,21.382812
2018-07-17 12:00:00,1016.0,950.0,106.0,24.7,43.83,1015.0,2.9,16.62,0.0,22.515394
2018-07-17 12:30:00,1014.0,943.0,110.0,25.0,43.02,1014.0,3.0,16.63,0.0,23.284607
2018-07-17 13:00:00,996.0,929.0,118.0,25.2,41.08,1014.0,3.1,19.0,0.0,23.740974
2018-07-17 13:30:00,966.0,923.0,116.0,25.2,41.08,1014.0,3.2,23.02,0.0,23.707664
2018-07-17 14:00:00,921.0,913.0,115.0,25.3,39.67,1014.0,3.3,27.96,0.0,23.285273
2018-07-17 14:30:00,863.0,900.0,112.0,25.1,40.15,1014.0,3.5,33.41,0.0,22.773518
2018-07-17 15:00:00,792.0,882.0,108.0,24.8,40.63,1014.0,3.6,39.13,0.0,21.45581
2018-07-17 15:30:00,712.0,859.0,104.0,24.3,41.86,1014.0,3.8,44.99,0.0,20.60155
2018-07-17 16:00:00,622.0,829.0,100.0,23.8,43.5,1014.0,3.9,50.93,0.0,18.938639
2018-07-17 16:30:00,525.0,791.0,93.0,23.0,45.6,1013.0,3.9,56.88,0.0,16.378912
2018-07-17 17:00:00,423.0,739.0,85.0,22.2,48.94,1013.0,4.0,62.81,0.0,14.610575
2018-07-17 17:30:00,320.0,670.0,77.0,21.1,52.38,1014.0,3.9,68.69,0.0,11.80073
2018-07-17 18:00:00,218.0,573.0,65.0,19.9,58.19,1014.0,3.7,74.48,0.0,8.861103
2018-07-17 18:30:00,124.0,431.0,50.0,18.7,62.68,1014.0,3.5,80.15,0.0,5.6377163
2018-07-18 06:30:00,208.0,533.0,66.0,16.9,82.93,1015.0,2.6,74.53,0.0,0.29974258
2018-07-18 07:00:00,221.0,223.0,140.0,17.7,78.85,1015.0,2.5,68.74,3.0,1.4018884
2018-07-18 07:30:00,369.0,467.0,156.0,18.5,74.99,1015.0,2.3,62.87,0.0,2.8285475
2018-07-18 08:00:00,522.0,791.0,90.0,19.3,69.91,1015.0,2.1,56.94,0.0,4.700832
2018-07-18 08:30:00,618.0,828.0,97.0,20.1,66.53,1015.0,2.1,50.99,0.0,6.1222763
2018-07-18 09:00:00,707.0,857.0,102.0,20.9,62.1,1015.0,2.1,45.06,0.0,10.45419
2018-07-18 09:30:00,785.0,874.0,108.0,21.8,58.78,1015.0,2.2,39.2,0.0,13.370662
2018-07-18 10:00:00,853.0,884.0,116.0,22.6,54.14,1015.0,2.3,33.49,0.0,15.875135
2018-07-18 10:30:00,911.0,898.0,119.0,23.3,51.9,1015.0,2.4,28.06,0.0,17.940006
2018-07-18 11:00:00,906.0,783.0,186.0,24.0,47.28,1015.0,2.5,23.14,0.0,19.650225
2018-07-18 11:30:00,918.0,763.0,197.0,24.3,46.39,1014.0,2.7,19.15,7.0,20.808826
2018-07-18 12:00:00,936.0,769.0,200.0,24.7,43.58,1014.0,2.9,16.8,7.0,21.286814
2018-07-18 12:30:00,898.0,689.0,238.0,24.8,43.32,1014.0,3.0,16.8,7.0,23.072996
2018-07-18 13:00:00,911.0,767.0,186.0,25.0,41.31,1014.0,3.2,19.15,7.0,21.564213
2018-07-18 13:30:00,922.0,831.0,158.0,24.9,41.51,1013.0,3.2,23.14,0.0,22.173767
2018-07-18 14:00:00,894.0,825.0,166.0,24.9,40.47,1013.0,3.2,28.06,0.0,22.41104
2018-07-18 14:30:00,848.0,859.0,132.0,24.7,40.95,1013.0,3.2,33.5,0.0,22.6368
2018-07-18 15:00:00,768.0,779.0,164.0,24.5,40.53,1013.0,3.2,39.21,0.0,20.900667
2018-07-18 15:30:00,703.0,835.0,113.0,24.1,41.51,1013.0,3.4,45.07,0.0,18.915585
2018-07-18 16:00:00,615.0,815.0,102.0,23.7,41.88,1013.0,3.6,51.0,0.0,18.426317
2018-07-18 16:30:00,518.0,775.0,95.0,22.8,44.21,1013.0,3.8,56.96,0.0,16.494547
2018-07-18 17:00:00,417.0,722.0,88.0,22.0,46.56,1013.0,4.0,62.89,0.0,14.120376
2018-07-18 17:30:00,314.0,650.0,79.0,20.6,50.77,1014.0,4.0,68.77,0.0,11.424937
2018-07-18 18:00:00,213.0,551.0,66.0,19.3,56.64,1014.0,4.0,74.57,0.0,8.424353
2018-07-18 18:30:00,120.0,407.0,51.0,18.0,61.42,1014.0,3.7,80.24,0.0,5.345541
2018-07-19 06:30:00,130.0,125.0,97.0,16.6,79.97,1014.0,3.2,74.65,3.0,0.54034984
2018-07-19 07:00:00,206.0,45.0,190.0,17.4,74.02,1014.0,2.8,68.86,3.0,1.2575076
2018-07-19 07:30:00,364.0,432.0,168.0,18.4,69.52,1014.0,2.4,62.98,0.0,1.6831897
2018-07-19 08:00:00,453.0,423.0,223.0,19.3,64.18,1015.0,2.0,57.05,3.0,5.623338
2018-07-19 08:30:00,536.0,436.0,262.0,20.5,59.59,1015.0,1.8,51.1,3.0,7.1651325
2018-07-19 09:00:00,640.0,572.0,237.0,21.6,54.21,1015.0,1.6,45.17,0.0,10.696195
2018-07-19 09:30:00,698.0,511.0,303.0,22.8,50.36,1014.0,1.6,39.31,3.0,12.973097
2018-07-19 10:00:00,821.0,771.0,179.0,23.9,44.38,1014.0,1.6,33.61,0.0,16.055473
2018-07-19 10:30:00,883.0,808.0,171.0,24.8,42.06,1014.0,1.8,28.19,0.0,17.054434
2018-07-19 11:00:00,935.0,866.0,140.0,25.6,39.38,1014.0,2.0,23.28,0.0,19.927229
2018-07-19 11:30:00,965.0,872.0,142.0,26.0,38.46,1014.0,2.4,19.32,0.0,20.981363
2018-07-19 12:00:00,979.0,874.0,143.0,26.4,37.29,1013.0,2.9,16.98,0.0,21.751974
2018-07-19 12:30:00,977.0,868.0,147.0,26.4,37.29,1013.0,3.3,16.97,0.0,22.38389
2018-07-19 13:00:00,960.0,859.0,149.0,26.3,37.07,1013.0,3.7,19.3,0.0,22.865522
2018-07-19 13:30:00,930.0,849.0,150.0,25.9,37.95,1013.0,4.0,23.27,0.0,23.239363
2018-07-19 14:00:00,884.0,833.0,150.0,25.5,38.92,1013.0,4.3,28.17,0.0,21.553995
2018-07-19 14:30:00,826.0,815.0,147.0,24.8,40.57,1013.0,4.3,33.6,0.0,21.432318
2018-07-19 15:00:00,756.0,792.0,143.0,24.2,42.45,1012.0,4.3,39.3,0.0,20.702478
2018-07-19 15:30:00,677.0,765.0,138.0,23.5,44.27,1012.0,4.2,45.16,0.0,19.796453
2018-07-19 16:00:00,589.0,731.0,130.0,22.8,46.56,1012.0,4.0,51.09,0.0,18.139439
2018-07-19 16:30:00,495.0,691.0,119.0,22.1,48.58,1012.0,3.8,57.04,0.0,16.13981
2018-07-19 17:00:00,398.0,640.0,107.0,21.3,50.84,1012.0,3.6,62.98,0.0,13.806176
2018-07-19 17:30:00,299.0,570.0,93.0,20.4,53.72,1012.0,3.4,68.86,0.0,11.130566
2018-07-19 18:00:00,202.0,475.0,76.0,19.5,56.79,1012.0,3.3,74.66,0.0,8.07493
2018-07-19 18:30:00,113.0,343.0,55.0,18.6,60.06,1012.0,3.1,80.34,0.0,5.149956
2018-07-20 06:00:00,99.0,207.0,65.0,16.6,65.6,1013.0,2.9,80.44,0.0,0.0059419395
2018-07-20 06:30:00,187.0,356.0,93.0,17.5,61.98,1013.0,3.0,74.77,0.0,0.39072156
2018-07-20 07:00:00,281.0,469.0,113.0,18.5,56.75,1013.0,3.0,68.97,0.0,1.3050555
2018-07-20 07:30:00,379.0,555.0,128.0,19.6,53.0,1013.0,2.9,63.09,0.0,2.5637205
2018-07-20 08:00:00,476.0,629.0,135.0,20.6,50.58,1013.0,2.7,57.16,0.0,4.457489
2018-07-20 08:30:00,568.0,680.0,142.0,21.7,47.29,1013.0,2.7,51.21,0.0,7.2298512
2018-07-20 09:00:00,655.0,724.0,146.0,22.8,44.5,1013.0,2.7,45.28,0.0,9.9944725
2018-07-20 09:30:00,735.0,764.0,145.0,23.7,42.16,1013.0,2.7,39.43,0.0,12.639428
2018-07-20 10:00:00,806.0,802.0,139.0,24.6,41.09,1013.0,2.7,33.74,0.0,15.072018
2018-07-20 10:30:00,861.0,816.0,143.0,25.2,39.66,1013.0,2.7,28.33,0.0,17.187641
2018-07-20 11:00:00,903.0,827.0,144.0,25.8,40.03,1013.0,2.8,23.44,0.0,18.864328
2018-07-20 11:30:00,932.0,834.0,146.0,26.0,39.56,1013.0,3.0,19.49,0.0,20.188011
2018-07-20 12:00:00,945.0,837.0,145.0,26.2,40.94,1013.0,3.1,17.17,0.0,21.158184
2018-07-20 12:30:00,928.0,762.0,200.0,26.1,41.14,1012.0,3.3,17.16,0.0,21.728716
2018-07-20 13:00:00,702.0,283.0,435.0,26.0,42.74,1012.0,3.4,19.46,3.0,21.963423
